col1,col2
b,161200051
b,161240426
b,161289655
b,161534157
b,161636292
b,161679029
b,161682705
b,161806624
b,161820370
b,162008822
b,16202118
b,162059241
b,162068428
b,162075542
b,16209363
b,16224633
b,162293824
b,162323304
b,162389077
b,162397597
b,162408
b,16242464
b,162450437
b,16247420
b,162490641
b,16256127
b,162561490
b,162697416
b,162704933
b,162719037
b,162736006
b,162752965
b,16276492
b,162774
b,162827195
b,162875510
b,16293406
b,162962657
b,162975840
b,163018302
b,163018466
b,16307724
b,163106583
b,163167281
b,163167357
b,163202051
b,163271717
b,163377884
b,16346632
b,16350935
b,163551663
b,163559422
b,163574448
b,16368139
b,163711265
b,16385242
b,163886247
b,163931597
b,163937096
b,164071169
b,164087686
b,164142505
b,164182176
b,16420404
b,16431743
b,164368196
b,16438086
b,164391352
b,16439876
b,164402353
b,164469107
b,164484644
b,164539715
b,164653967
b,164660966
b,164680944
b,1648042
b,1648144
b,164847501
b,1648825
b,164913234
b,16492023
b,165008982
b,165171949
b,16519870
b,16524510
b,165287294
b,16531805
b,165364809
b,16542502
b,16550359
b,165560535
b,165606138
b,16562150
b,165675972
b,165684375
b,165772391
b,16583453
b,165835833
b,165873289
b,165873627
b,165894443
b,165965623
b,165993037
b,166007713
b,166013963
b,166092479
b,166136252
b,16616485
b,166213687
b,166214370
b,166271378
b,166315755
b,166337098
b,166418737
b,166453676
b,166479556
b,166484998
b,166523553
b,166793102
b,166808687
b,1668211
b,166887996
b,16691773
b,166940044
b,166940252
b,166965516
b,166968357
b,167002108
b,16703371
b,16704309
b,167066311
b,16720326
b,167220148
b,167242390
b,167285097
b,167347848
b,167386844
b,167387883
b,167389362
b,1673899
b,167450447
b,16745539
b,16746708
b,167476453
b,16750738
b,167539470
b,167551160
b,167615107
b,167623417
b,167624283
b,16766476
b,167674207
b,167757614
b,167767343
b,16776783
b,167795406
b,167806495
b,167863631
b,167936784
b,167941967
b,168000851
b,168016756
b,168059047
b,168085884
b,168108335
b,168180224
b,168190775
b,168469117
b,16849857
b,168499944
b,16853971
b,16857624
b,168646218
b,16865475
b,1686916
b,168811843
b,168817267
b,16882093
b,16883601
b,168840772
b,168871833
b,168888128
b,168897139
b,16892184
b,16900328
b,169011385
b,169045637
b,169067516
b,169162454
b,169171593
b,16931721
b,16935627
b,169462997
b,169610472
b,169641139
b,169646557
b,169648926
b,169679723
b,169795382
b,169820062
b,169827118
b,169827458
b,169910636
b,1699586
b,170044292
b,170071348
b,170088741
b,170161360
b,170223197
b,17047510
b,170503225
b,17052921
b,170533356
b,170548886
b,170550265
b,170557314
b,170617359
b,170624564
b,1706348
b,1706532
b,17065557
b,170673271
b,170726566
b,170736105
b,170867830
b,170880024
b,17090899
b,171014787
b,171035795
b,171146657
b,171185849
b,171201617
b,171226685
b,171270543
b,171289048
b,171291157
b,171295977
b,17133360
b,171483027
b,17149086
b,171547542
b,171556222
b,17157819
b,17169985
b,171793203
b,171813290
b,172006313
b,172076343
b,172108673
b,172109644
b,172197819
b,17226076
b,17226580
b,172344608
b,172432616
b,172486681
b,172570729
b,172584594
b,172617121
b,172623655
b,172637272
b,172752220
b,172791473
b,172804392
b,17282904
b,172830740
b,172864808
b,172894511
b,172944743
b,17295507
b,172955593
b,17296734
b,173013123
b,173127001
b,173139218
b,173177378
b,173186507
b,173251964
b,173272893
b,173305518
b,17332609
b,17336443
b,1733869
b,173402986
b,173443141
b,173466360
b,173490355
b,173521797
b,173637453
b,173684968
b,173700821
b,173717044
b,173755740
b,17376171
b,17378988
b,173811824
b,173858165
b,173890343
b,173966101
b,173968756
b,173997566
b,1741347
b,174168340
b,174224515
b,174242182
b,174335246
b,174388846
b,17459486
b,174656725
b,174708359
b,174959172
b,174968779
b,17501017
b,175058081
b,175060200
b,17507746
b,175150701
b,17516829
b,17520459
b,17553143
b,17554863
b,175589110
b,175679714
b,175773419
b,17581453
b,175837586
b,175838988
b,17587283
b,175879779
b,175890293
b,175928970
b,176065348
b,176095185
b,176140791
b,176151309
b,176164337
b,176206262
b,176333447
b,176444482
b,176447540
b,176660797
b,176722358
b,176736108
b,176836031
b,176877211
b,176877833
b,17690539
b,176943401
b,177013697
b,177089051
b,177173923
b,177209096
b,177246951
b,17726149
b,177262916
b,177275137
b,177363372
b,177379026
b,17741068
b,177477251
b,177531460
b,177554723
b,177658457
b,177722737
b,177804517
b,178032205
b,17803984
b,178052396
b,178134192
b,178196376
b,178200570
b,17820197
b,178254462
b,178414144
b,178433178
b,178500077
b,17851273
b,178671977
b,178757556
b,178864145
b,178957981
b,179057381
b,17910515
b,179260240
b,179285542
b,179301177
b,17932072
b,179349419
b,179362441
b,179397020
b,179469483
b,17947156
b,179529443
b,179683797
b,179887910
b,179919159
b,180141081
b,18025523
b,180282612
b,180285860
b,180296422
b,18031604
b,18032605
b,180364233
b,180368873
b,180442646
b,180452433
b,180610498
b,18061447
b,180616511
b,180622755
b,180657737
b,180860802
b,180897531
b,180912470
b,180982989
b,180986083
b,181049481
b,181058164
b,181096116
b,181130141
b,181135961
b,181153696
b,181371147
b,181422193
b,18151761
b,181539074
b,181577140
b,181654070
b,181663921
b,18168913
b,181764
b,181779300
b,18183526
b,18190965
b,18202663
b,182101935
b,182108522
b,18223084
b,182287159
b,18230725
b,18239157
b,182464470
b,182500778
b,182593976
b,182659424
b,182668331
b,18281217
b,182824922
b,182827171
b,182839411
b,18286390
b,18290581
b,18290732
b,182934349
b,182949247
b,183028898
b,18305974
b,183183220
b,183237752
b,18325839
b,183311834
b,183317831
b,18341798
b,183419565
b,183462688
b,183507032
b,183587894
b,18359050
b,183688387
b,183751314
b,183758453
b,183834025
b,183843777
b,18400686
b,184007114
b,184020018
b,184097229
b,184119137
b,184161798
b,184362191
b,184403279
b,184432537
b,184447294
b,184448985
b,184452724
b,184478318
b,184508376
b,184595315
b,18459538
b,184619096
b,184675568
b,18471327
b,184811190
b,184836998
b,184885308
b,184941789
b,185021352
b,185164970
b,18517142
b,185180090
b,18536088
b,185366747
b,18545835
b,185548539
b,185559319
b,185611531
b,185648502
b,18567441
b,185676851
b,185717909
b,185744603
b,185832989
b,185873125
b,185875196
b,185876752
b,185879780
b,18592283
b,18594214
b,186053027
b,186054149
b,186063517
b,186078584
b,186171383
b,186175490
b,186252341
b,186305943
b,18631677
b,186326585
b,186445330
b,186449580
b,1864772
b,186483650
b,18654254
b,18662547
b,186639725
b,186739102
b,186795466
b,186799143
b,186849692
b,186871365
b,186921357
b,186997871
b,187046915
b,187154620
b,187160391
b,187172072
b,187237185
b,18736696
b,18740948
b,187441070
b,187483141
b,187483868
b,187496437
b,187510326
b,187526773
b,18753289
b,187541738
b,187556972
b,187643138
b,187724557
b,18780195
b,187970902
b,187971613
b,188066449
b,188157225
b,188225710
b,188232846
b,188233423
b,1882954
b,188339127
b,188428092
b,188434706
b,188486175
b,188562686
b,188665472
b,188764381
b,18882802
b,188891729
b,188906151
b,18892874
b,18899693
b,189025950
b,189104892
b,189109054
b,18911218
b,189125336
b,189169964
b,18921054
b,189329624
b,189406397
b,189412890
b,1894641
b,18948547
b,189557867
b,189618497
b,189626591
b,189797827
b,189811672
b,189979458
b,190001077
b,19012662
b,190137808
b,190176339
b,190338660
b,19038561
b,190438091
b,190610467
b,190614403
b,190623311
b,190728546
b,190816291
b,190833691
b,190885729
b,190937564
b,190976618
b,19103214
b,191042289
b,191078698
b,19109021
b,191093257
b,191105853
b,19115280
b,191174249
b,191176953
b,191180741
b,191248065
b,191281981
b,1912937
b,191515911
b,191530117
b,19154015
b,191544971
b,191569265
b,191576047
b,191629802
b,191654101
b,191782149
b,19178354
b,191855088
b,191902356
b,19204025
b,192043134
b,19207170
b,192117866
b,192141764
b,19214742
b,192184903
b,192212725
b,192240060
b,192271335
b,1922807
b,192335849
b,19244743
b,192454132
b,19250214
b,192557029
b,19275235
b,192754822
b,192804929
b,192810325
b,192872921
b,193036918
b,19304641
b,193097039
b,19311170
b,193124115
b,19314932
b,193245080
b,193372754
b,193443273
b,193455527
b,193742271
b,193775752
b,19396312
b,193967177
b,19399143
b,19401645
b,194070656
b,194174875
b,194491733
b,19457318
b,194611440
b,194647458
b,194655688
b,194707639
b,19472536
b,194731215
b,19479978
b,1948010
b,194872542
b,19497100
b,195015147
b,195057314
b,1950622
b,195165308
b,195173643
b,1952280
b,195241850
b,195385668
b,195463254
b,195721314
b,195777463
b,196071361
b,196115612
b,196152648
b,196277925
b,19631960
b,19641415
b,196415945
b,19641891
b,196451374
b,196485546
b,19661607
b,19678258
b,196793466
b,196890641
b,196923183
b,196996760
b,197054775
b,1970669
b,197084811
b,197128383
b,197138615
b,19721543
b,197218361
b,197224903
b,1972630
b,197336440
b,197365373
b,19741300
b,197431552
b,197441739
b,197504407
b,19750810
b,197531111
b,19756130
b,197563104
b,19790878
b,197987386
b,19799148
b,198023453
b,19803255
b,198065111
b,19812776
b,198209651
b,198442964
b,198460555
b,19853744
b,198800161
b,19883371
b,198881278
b,198895571
b,198912107
b,198923462
b,198928116
b,198929846
b,19894973
b,198993506
b,1990675
b,199121983
b,199171746
b,19917711
b,199178444
b,19921217
b,199251008
b,199261653
b,199293
b,19930971
b,199327917
b,199328135
b,199333589
b,199341388
b,199363313
b,199397527
b,199428793
b,199434563
b,199548663
b,1995533
b,19958755
b,199666613
b,199760586
b,199844298
b,199891011
b,199982258
b,200075839
b,20012230
b,20015695
b,200159291
b,200298116
b,20032003
b,20032663
b,200360078
b,200392059
b,200495740
b,2004975
b,200512556
b,200541433
b,200563283
b,200576490
b,20059945
b,20083984
b,200889316
b,200892396
b,200908375
b,200938314
b,201052210
b,201160586
b,201281783
b,201332774
b,201470763
b,201576631
b,201607597
b,201662440
b,201717217
b,20171922
b,201900733
b,201932650
b,201971553
b,201975721
b,202135560
b,20218086
b,20224153
b,202371229
b,202421064
b,20255476
b,202593161
b,202627754
b,202725748
b,202747
b,202833873
b,202941524
b,20304208
b,203059582
b,2032066
b,203283242
b,203327377
b,203330674
b,203331261
b,203411098
b,203555899
b,203891627
b,20421923
b,20424543
b,204275150
b,204290656
b,204307272
b,204323719
b,20442135
b,204455323
b,204464671
b,2045042
b,204504999
b,20463595
b,204767112
b,204935549
b,205023226
b,205102063
b,205162614
b,205165507
b,205287452
b,205300843
b,205325999
b,205362318
b,205368644
b,205389560
b,205418387
b,205463399
b,205505592
b,205610480
b,20578316
b,205809502
b,205928641
b,20623036
b,20623099
b,206251898
b,206291277
b,206324749
b,206334868
b,206372855
b,206504710
b,20653823
b,206586891
b,206744507
b,206744829
b,206861010
b,20686532
b,20686982
b,206947037
b,206950415
b,206965779
b,207212979
b,20733698
b,207352778
b,207455352
b,207597660
b,207616315
b,207687562
b,207759766
b,207825214
b,207875036
b,20807427
b,208093425
b,208098068
b,208129952
b,208157624
b,208252124
b,20826690
b,208374321
b,208473660
b,208559619
b,208630073
b,208800375
b,20894106
b,209018507
b,20903813
b,2090502
b,209133907
b,209185653
b,209232098
b,209251261
b,209381666
b,209525267
b,209555744
b,210041121
b,210088310
b,210116608
b,210121820
b,210177805
b,210196972
b,210220934
b,210376931
b,2104001
b,210571083
b,210637343
b,210753857
b,210851110
b,210901096
b,210917034
b,210932809
b,211010345
b,21101801
b,211023386
b,211232507
b,21127237
b,211337099
b,211339580
b,211340328
b,211383270
b,211480547
b,21152888
b,211584530
b,21165304
b,211695798
b,21170183
b,212149542
b,21216702
b,21218444
b,21225604
b,212379782
b,212474628
b,212484373
b,212624978
b,212869841
b,21287120
b,212905275
b,213189995
b,213356810
b,213417386
b,21342189
b,213519273
b,213571201
b,213602315
b,21368237
b,213691516
b,213791976
b,213918146
b,213932314
b,2139856
b,214022914
b,21407402
b,214081953
b,214150334
b,214225176
b,214268569
b,214314788
b,21437977
b,214386316
b,214391023
b,214472165
b,214481512
b,214503091
b,214593079
b,214602768
b,214622015
b,214630914
b,214757568
b,21493354
b,21495419
b,21514150
b,215150634
b,215208399
b,215214297
b,21524345
b,2152535
b,215313334
b,2153600
b,215400594
b,2154905
b,215504254
b,215585696
b,215610140
b,215630981
b,21566706
b,215667307
b,215737060
b,215750705
b,215805399
b,215822280
b,215846517
b,215867574
b,215880063
b,215908684
b,215932345
b,215962579
b,216050830
b,2161850
b,216391697
b,2164515
b,216586789
b,216652311
b,216686911
b,216801013
b,21687760
b,2169397
b,217104001
b,217209723
b,21731069
b,21733168
b,217465642
b,217538611
b,217559761
b,217718732
b,21773842
b,21776112
b,217780451
b,2178434
b,21797276
b,218089689
b,218220886
b,21829270
b,218343356
b,21837939
b,218485189
b,218509298
b,218653087
b,218679291
b,218757790
b,218832759
b,21891508
b,218918268
b,21899540
b,219252156
b,219466544
b,219751274
b,219896548
b,219939139
b,220043128
b,22004698
b,220095748
b,220216996
b,22025926
b,22027064
b,220282047
b,220301286
b,220360033
b,220421505
b,220508138
b,220514110
b,2205541
b,220635950
b,22066544
b,2207141
b,220796185
b,220881475
b,220917343
b,220918446
b,220922585
b,220949340
b,220966853
b,22100372
b,221006668
b,221121551
b,22119195
b,221328794
b,221469782
b,221480517
b,22151067
b,22154645
b,221570985
b,221621963
b,221664690
b,221708347
b,221830687
b,221904868
b,22191536
b,221958232
b,222075697
b,222168840
b,22216899
b,222224001
b,222266220
